1206	28	3	250
207	9	4	300
408	16	1	200
445	16	1	150
1402	31	3	100
117	9	3	300
213	30	2	250
1184	35	1	100
577	13	1	350
1500	33	4	300
885	32	4	200
727	22	1	350
680	27	2	150
278	11	3	250
912	19	2	150
298	21	1	200
726	21	3	300
285	31	1	300
119	18	2	50
674	16	2	50
38	3	1	100
318	29	3	150
152	27	4	300
1940	33	3	100
428	32	4	150
524	15	2	100
368	12	2	50
1231	35	1	50
28	22	1	400
14	1	2	350
212	21	4	300
1083	29	1	400
105	30	3	300
104	6	2	100
50	30	2	300
116	22	3	100
897	35	2	350
348	12	2	150
877	35	1	350
199	7	1	400
57	6	3	150
379	23	2	400
967	33	4	300
375	31	2	50
176	23	1	300
79	33	3	100
38	14	3	250
1343	28	2	350
177	35	3	250
610	32	4	100
772	22	4	150
102	26	4	350
1160	35	3	350
47	20	4	50
1210	30	1	200
114	14	1	250
436	23	3	350
30	23	3	350
873	26	3	350
381	19	1	350
159	15	4	200
901	32	2	150
593	30	1	300
413	24	3	50
496	29	2	200
473	22	3	350
388	25	1	50
45	28	1	200
686	17	3	300
441	35	1	300
765	27	3	200
324	19	2	400
639	33	4	300
1042	34	1	350
778	30	1	350
527	10	2	300
388	33	2	200
137	13	2	50
50	29	1	400
490	20	4	350
137	8	2	50
661	20	1	350
87	11	2	400
366	9	4	350
1120	28	2	300
41	21	3	150
1179	26	3	350
589	30	2	300
28	12	1	100
212	10	4	150
522	11	1	300
85	16	4	300
229	34	1	200
1584	32	2	100
364	16	1	350
150	11	3	100
366	24	3	350
139	15	3	400
73	17	2	100
106	20	2	300
778	31	1	400
58	25	2	300
524	29	4	400
459	9	4	350
287	26	1	100
421	29	1	350
407	15	3	150
363	21	4	250
1340	23	4	150
119	16	4	250
797	27	2	100
343	33	1	350
156	8	4	50
1138	33	3	300
147	8	3	400
382	21	4	250
68	31	2	50
89	16	1	150
283	13	1	100
112	23	2	150
679	35	3	50
191	20	2	200
1543	31	2	350
33	3	3	50
247	27	1	100
515	22	3	250
349	30	3	400
48	35	3	100
37	32	3	150
633	29	2	100
559	15	4	200
990	23	2	100
586	18	1	200
1685	34	3	100
457	13	3	150
445	16	4	250
1561	31	2	250
66	9	1	200
537	17	1	250
163	4	3	50
28	22	4	100
202	20	1	350
1805	33	2	350
516	31	2	150
388	24	1	200
231	15	1	100
176	5	3	250
148	10	4	100
259	21	2	250
279	33	1	250
77	21	3	50
178	34	4	50
55	13	1	200
1146	30	4	300
53	2	1	200
94	13	4	400
419	27	3	150
354	28	1	100
1477	27	1	400
539	14	2	400
151	24	3	50
187	13	4	400
718	29	1	300
103	32	1	250
1139	29	4	350
1028	23	3	300
208	23	1	50
361	11	4	50
225	29	2	350
475	20	2	200
508	19	1	350
115	8	2	150
513	21	2	150
430	18	3	150
135	25	1	200
1012	33	1	400
551	29	4	150
241	29	3	100
297	30	4	200
575	35	2	300
12	7	4	400
235	18	4	250
372	23	2	350
31	31	1	300
530	34	1	50
1190	28	4	250
622	24	2	350
681	25	2	50
234	30	4	50
432	24	2	150
96	33	2	50
651	28	3	200
589	33	3	300
196	25	3	300
1045	31	1	250
687	19	3	400
295	7	4	250
818	29	4	400
866	30	2	350
503	25	3	200
1238	34	4	200
726	21	2	350
276	17	4	300
235	15	4	50
1037	34	4	300
122	34	1	200
344	28	1	100
1372	35	2	100
953	33	4	400
1459	35	2	200
904	33	1	200
942	31	2	350
96	21	3	250
602	19	4	400
177	15	1	50
704	17	3	150
222	24	4	400
1002	29	4	50
656	35	1	250
909	20	4	250
506	18	1	250
32	25	3	200
788	30	3	150
326	32	2	400
51	11	4	50
590	21	4	50
162	8	2	150
492	29	4	150
408	12	4	250
814	27	4	200
537	23	3	100
143	11	1	300
238	10	2	350
1553	30	2	350
626	26	2	150
54	32	2	250
839	29	3	200
597	16	3	200
1888	35	3	400
818	31	3	150
49	31	4	150
74	20	3	350
485	22	1	200
168	17	1	50
1271	30	2	350
1184	28	2	350
269	16	4	250
210	21	1	300
31	16	4	300
1455	33	4	350
370	9	3	350
1914	34	4	350
694	23	4	400
139	8	2	100
993	31	3	250
38	26	1	150
330	15	4	350
376	20	1	150
1152	29	1	150
129	13	1	250
290	21	4	100
125	8	3	150
578	34	2	50
70	24	1	200
185	29	1	100
834	32	4	250
105	14	2	350
986	32	3	250
145	30	1	100
21	18	3	200
885	20	4	400
300	12	1	50
337	11	2	200
628	18	1	300
745	31	1	300
497	24	4	200
633	12	3	150
472	24	4	200
161	29	4	300
1400	34	4	200
302	29	3	350
331	29	1	350
130	23	4	50
245	9	2	250
692	31	2	250
766	20	3	350
1207	27	2	50
939	30	3	350
700	24	3	400
474	17	2	150
1430	24	2	300
1186	26	4	50
227	28	2	100
617	35	3	50
256	7	1	400
1006	33	1	300
1142	31	3	50
245	23	2	150
327	10	2	150
102	19	2	50
1292	35	1	350
455	18	4	200
341	19	1	350
188	22	4	350
1624	32	2	50
689	28	1	300
120	28	3	300
311	30	3	400
275	22	1	150
577	24	2	50
1412	35	3	250
340	16	2	200
699	18	4	400
745	34	4	150
203	27	2	100
325	22	1	300
493	18	1	150
256	28	3	350
555	30	1	350
245	9	1	300
903	25	1	300
121	21	3	200
795	29	4	250
398	14	1	150
375	18	4	100
1001	34	2	250
116	20	4	350
702	33	2	100
170	4	4	50
837	27	4	350
127	27	1	100
1149	24	3	400
136	33	2	300
841	32	4	300
51	15	2	100
130	14	2	100
48	15	3	400
402	8	4	200
279	31	3	200
193	20	2	300
493	27	4	200
589	20	3	250
300	11	4	200
347	28	1	150
120	20	4	200
270	32	2	100
358	18	2	50
138	28	2	100
244	7	1	150
813	17	4	200
1300	25	4	350
617	24	1	200
748	33	3	150
182	6	1	250
117	27	2	350
629	16	2	50
309	32	2	350
193	16	1	250
370	31	2	100
1161	23	3	350
30	8	3	350
643	25	1	100
54	6	1	250
1292	34	1	350
389	29	2	400
731	25	3	50
387	22	1	250
468	28	4	100
91	32	2	150
353	35	2	350
570	34	1	350
700	23	4	350
583	28	2	400
45	34	1	200
628	30	4	200
158	31	4	250
446	14	4	50
405	30	2	350
736	23	4	300
523	30	3	50
779	21	1	400
313	13	1	400
99	8	3	400
520	20	1	100
991	35	3	300
109	13	1	150
1212	30	3	50
546	12	2	250
97	26	1	400
778	21	3	350
221	32	4	400
459	33	2	100
36	15	2	100
878	30	3	350
656	30	4	250
1175	33	2	200
45	1	2	400
185	16	2	100
247	32	1	350
101	3	1	200
126	21	2	150
159	18	1	200
128	26	1	200
852	22	4	50
775	29	2	400
85	35	4	250
706	24	3	300
394	22	2	250
777	35	3	350
387	7	1	150
905	32	3	300
417	13	1	400
864	33	3	250
576	17	1	250
265	12	1	50
831	32	3	250
702	30	3	200
229	13	4	250
232	34	3	250
398	34	1	150
221	29	2	200
1547	27	2	350
866	26	4	100
1039	26	2	150
441	32	3	150
1182	21	1	400
142	35	2	300
262	23	1	150
87	20	2	250
269	19	3	250
1103	26	4	200
688	34	2	150
260	23	1	250
283	28	3	300
373	10	3	250
292	11	3	100
616	20	2	200
79	35	4	150
252	17	1	300
319	35	2	50
148	10	4	400
609	34	4	150
