1074	34	1	150
667	26	4	300
370	35	4	150
375	15	4	150
632	12	1	350
142	5	4	350
358	21	4	200
213	23	1	350
833	16	1	250
104	30	3	250
629	29	1	50
1428	30	2	300
1180	22	4	100
174	16	4	200
1073	24	1	350
634	23	4	350
906	21	1	150
452	23	2	350
1029	29	2	400
1481	32	3	100
932	26	4	50
595	22	4	400
1191	29	2	150
638	28	3	100
1112	29	3	100
102	21	2	50
734	30	4	250
450	11	1	250
68	11	4	300
754	34	4	250
1234	30	3	350
771	15	3	200
924	20	1	400
1283	22	2	300
195	12	2	100
494	19	1	250
361	32	4	150
800	34	3	350
531	22	2	200
1637	26	1	300
1055	22	4	150
550	21	4	400
100	11	1	200
479	21	1	350
960	25	2	250
1790	35	4	300
1205	27	1	200
1055	19	3	350
916	25	1	350
1368	29	1	400
760	27	2	100
965	18	1	300
140	31	2	400
769	16	2	300
1345	34	2	400
305	11	3	350
879	16	3	350
129	7	1	250
567	15	1	200
463	23	3	100
350	26	2	50
114	8	1	300
61	26	4	200
535	12	1	300
393	25	2	350
228	9	4	200
1413	35	2	300
861	20	3	150
454	28	4	400
1263	24	4	100
1168	20	4	400
149	6	4	150
195	32	3	250
1059	21	4	350
513	20	2	300
1870	32	2	250
1823	32	3	150
1360	27	4	150
678	33	1	150
1389	29	3	150
936	19	1	200
1647	27	1	150
1045	19	4	250
1173	30	2	350
523	10	3	200
136	24	1	350
118	25	3	50
259	17	2	100
1438	29	3	400
261	19	1	350
841	22	4	100
68	22	3	300
811	23	2	100
1061	25	2	150
230	13	3	400
405	34	1	150
1292	26	1	200
231	22	3	100
674	31	3	400
587	25	4	350
882	18	2	100
809	32	1	100
1511	25	3	350
574	13	1	300
228	16	2	150
579	11	2	350
853	30	4	100
110	31	3	300
207	20	4	200
630	33	4	150
110	3	4	250
602	34	1	200
1291	34	4	100
290	18	4	150
743	16	2	400
852	33	1	100
378	23	4	100
917	18	3	100
645	34	3	150
705	21	1	300
663	33	4	350
514	30	3	300
277	28	3	150
327	30	1	400
1840	33	1	300
250	9	3	350
257	35	1	300
440	33	1	100
955	16	4	300
356	35	1	50
262	30	4	250
963	31	2	100
1458	25	2	50
683	25	2	300
33	22	4	300
962	25	4	350
891	34	4	300
1147	24	3	350
396	20	4	350
120	15	3	300
715	27	2	250
1919	34	4	50
61	8	2	300
1233	20	3	350
1259	32	4	400
1108	27	1	200
143	3	1	200
126	16	4	400
793	29	4	350
926	18	2	50
1422	23	2	400
1708	28	2	200
711	29	4	250
165	22	4	50
1297	34	3	400
685	34	3	150
1162	29	3	150
386	23	4	300
1632	29	2	200
242	13	2	400
614	28	2	250
1268	21	4	350
914	18	3	100
554	26	2	200
133	9	2	50
332	10	2	50
310	19	2	50
981	33	2	400
1046	30	2	400
1295	26	4	250
590	34	1	350
1472	32	1	150
92	18	1	50
488	20	2	250
553	30	1	350
973	29	2	200
207	25	2	400
919	22	4	200
790	17	2	50
1033	19	1	300
61	6	2	300
262	11	4	350
1976	35	3	200
1511	34	1	350
703	20	3	150
841	18	4	350
1163	30	3	400
621	16	2	350
565	20	3	150
1157	24	3	150
557	11	1	300
101	12	1	400
2025	34	3	400
813	33	2	200
832	19	4	250
1395	33	2	250
928	24	2	150
1210	31	1	50
1318	33	4	350
1126	30	2	100
299	22	4	200
867	25	3	200
1648	31	4	50
731	28	2	50
136	32	1	200
685	15	3	250
319	32	3	300
326	7	2	250
1029	17	2	350
174	17	4	150
621	35	1	50
1037	32	2	350
354	31	4	50
1253	20	2	150
58	27	1	400
373	32	3	300
332	15	2	50
1098	33	2	150
1257	30	4	150
589	33	2	100
1234	28	2	100
1657	28	4	100
206	14	2	150
608	21	2	50
364	14	2	400
17	10	3	300
142	6	2	250
512	14	1	400
1398	34	2	50
199	28	3	150
1508	32	3	200
2041	34	4	250
44	23	1	300
232	9	2	300
70	21	2	200
561	10	1	100
246	24	3	100
1433	29	4	300
348	23	2	400
855	14	3	150
719	34	2	50
1255	29	3	250
310	31	4	150
145	21	1	50
1151	28	2	350
495	25	4	400
1864	31	2	150
49	4	1	400
207	23	1	300
1029	20	3	50
1263	30	4	100
823	24	1	100
1650	30	2	400
1715	28	3	350
206	19	1	50
867	18	3	400
1994	33	2	150
1411	30	4	300
188	13	4	400
1536	32	3	400
410	24	2	250
351	34	4	250
270	21	4	300
373	28	2	50
496	16	2	250
798	31	1	250
1259	30	4	300
466	32	2	100
1172	34	1	100
330	16	1	150
570	30	2	400
1379	30	4	100
132	32	3	50
78	25	3	100
1409	26	2	150
